30213.00000	     0	   775.02
30213.00000	     0	   761.92
30217.00000	     3	   769.53
30220.00000	    19	   770.76
30224.00000	     0	   764.49
30228.00000	     0	   762.11
30232.00000	     0	   758.27
30236.00000	     0	   744.83
30240.00000	     0	   722.57
30242.00000	     3	   735.57
30248.00000	     7	   742.26
30252.00000	     0	   737.10
30255.00000	     0	   728.55
30258.00000	     0	   725.53
30262.00000	    12	   726.43
30267.00000	     0	   722.12
30271.00000	     1	   722.30
30274.00000	     0	   704.12
30279.00000	     4	   722.36
30282.00000	     0	   717.42
30286.00000	     0	   709.30
30289.00000	     2	   711.34
30292.00000	    19	   716.75
30296.00000	     0	   716.11
30299.00000	     0	   705.48
30302.00000	     4	   706.12
30305.00000	     0	   696.80
30308.00000	     5	   701.11
30310.00000	    18	   703.48
30310.00000	     0	   700.76
30310.00000	     0	   697.97
30310.00000	     0	   696.65
30310.00000	     0	   688.08
30326.00000	     0	   676.92
30326.00000	     0	   665.33
30331.00000	     4	   673.17
30331.00000	     6	   683.65
30331.00000	     0	   682.33
